dzienne_zarazenia,dzienna_smierc,lacznie_1_dawka,lacznie_2_dawka,teraz_zarazeni,ozdrowiency
1254145,37481,15638015,15540534,8979520,1252493
1247652,37383,15638015,15540534,8944376,1245413
1241724,37284,15638015,15540534,8905328,1243488
1236328,36747,15638015,15540534,8868630,1236279
1232485,36945,15638015,15540534,8831799,1232371
1226512,36957,15638015,15540534,8795822,1225532
1219600,36703,15638015,15540534,8757671,1221048
1219891,36357,15638015,15540534,8723015,1218190
1213653,36739,15638015,15540534,8688383,1211546
1205292,36196,15638015,15540534,8651204,1206275
1202027,36072,15638015,15540534,8617311,1199848
1196288,35675,15638015,15540534,8580309,1197615
1189333,36024,15638015,15540534,8542404,1191214
1188015,35029,15638015,15540534,8510711,1184679
1180581,35637,15638015,15540534,8471188,1184467
1176950,35334,15638015,15540534,8434442,1178362
1172054,35357,15638015,15540534,8400273,1170866
1166997,34730,15638015,15540534,8365504,1167036
1163554,34941,15638015,15540534,8331916,1162201
1156646,34698,15638015,15540534,8298550,1155314
1152407,34602,15638015,15540534,8262669,1153686
1148349,34346,15638015,15540534,8229989,1146683
1142628,34264,15638015,15540534,8195310,1143043
1137137,34315,15638015,15540534,8159449,1138683
1133667,33997,15638015,15540534,8126565,1132554
1127873,34371,15638015,15540534,8090548,1129519
1124877,33385,15638015,15540534,8058026,1124014
1119748,33749,15638015,15540534,8024654,1119371
1113924,33826,15638015,15540534,7990613,1114139
1107527,33145,15638015,15540534,7954646,1110349
1104207,33277,15638015,15540534,7921593,1103983
1100872,32919,15638015,15540534,7888003,1101543
1096759,32739,15638015,15540534,7856583,1095440
1092679,33019,15638015,15540534,7824214,1092029
1086736,32893,15638015,15540534,7790577,1087480
1082645,32593,15638015,15540534,7759402,1081227
1077056,32614,15638015,15540534,7728212,1075632
1071661,32379,15638015,15540534,7695291,1072203
1069089,31861,15638015,15540534,7663562,1068957
1066250,32067,15638015,15540534,7632338,1065407
1060061,31973,15638015,15540534,7599137,1061289
1056469,31684,15638015,15540534,7568613,1055309
1050298,31896,15638015,15540534,7536356,1050659
1047583,31180,15638015,15540534,7506161,1046598
1042561,31143,15638015,15540534,7476383,1041196
1036098,31322,15638015,15540534,7443414,1037745
1035068,31196,15638015,15540534,7412194,1035092
1027073,30872,15638015,15540534,7378291,1030104
1024207,31135,15638015,15540534,7346532,1024831
1020431,30752,15638015,15540534,7315980,1020231
1016598,30591,15638015,15540534,7284697,1017290
1011610,30462,15638015,15540534,7253592,1012253
1007365,30054,15638015,15540534,7223952,1006951
1004459,30485,15638015,15540534,7193117,1004809
999386,29991,15638015,15540534,7164981,997531
993663,29743,15638015,15540534,7134564,994337
991422,29772,15638015,15540534,7104653,991561
986138,29480,15638015,15540534,7074513,986798
984082,29605,15638015,15540534,7046417,982573
978918,29150,15638015,15540534,7017674,978511
976115,29063,15638015,15540534,6988817,975909
970904,29225,15638015,15540534,6960255,970241
966329,28818,15638015,15540534,6932405,965361
962585,28815,15638015,15540534,6903238,962937
959442,28484,15638015,15540534,6876487,957709
956535,28478,15638015,15540534,6848271,956273
950360,28680,15638015,15540534,6818861,951090
947446,28489,15638015,15540534,6790756,947062
943086,28341,15638015,15540534,6762339,943162
939966,28182,15638015,15540534,6735670,938453
934821,27572,15638015,15540534,6707427,935492
931379,27978,15638015,15540534,6679485,931343
926644,27864,15638015,15540534,6649209,929056
923585,27716,15638015,15540534,6622321,922757
917966,27526,15638015,15540534,6592273,920488
915039,27654,15638015,15540534,6563482,916176
913180,27221,15638015,15540534,6536520,912921
909580,27183,15638015,15540534,6511032,907885
905337,27493,15638015,15540534,6484632,904244
902323,27111,15638015,15540534,6460064,899780
897387,26692,15638015,15540534,6433513,897246
893653,26636,15638015,15540534,6408800,891730
889871,26976,15638015,15540534,6383179,888516
884664,26500,15638015,15540534,6354281,887062
881731,26461,15638015,15540534,6326458,883093
879056,26386,15638015,15540534,6299731,879397
875608,26537,15638015,15540534,6273409,875393
871812,26243,15638015,15540534,6246988,871990
867712,26047,15638015,15540534,6220552,868101
863617,25891,15638015,15540534,6193931,864347
860419,25742,15638015,15540534,6169343,859265
857505,25780,15638015,15540534,6144630,856438
852080,25593,15638015,15540534,6118147,852970
850043,25433,15638015,15540534,6092124,850633
847744,25635,15638015,15540534,6067391,846842
845118,25135,15638015,15540534,6045256,842118
841359,25090,15638015,15540534,6022209,839316
835490,25121,15638015,15540534,5997338,835240
832600,25167,15638015,15540534,5971807,832964
829975,24708,15638015,15540534,5949149,827925
826978,24683,15638015,15540534,5926235,825209
821521,24764,15638015,15540534,5899984,823008
818091,24654,15638015,15540534,5872470,820951
815508,24422,15638015,15540534,5846697,816859
811260,24396,15638015,15540534,5821660,811901
808830,24223,15638015,15540534,5797359,808908
803337,24439,15638015,15540534,5770883,805374
800956,24279,15638015,15540534,5744438,803122
797645,24023,15638015,15540534,5720211,797849
792017,23914,15638015,15540534,5694028,794286
791424,23752,15638015,15540534,5670106,791594
787158,23597,15638015,15540534,5645223,788444
784499,23417,15638015,15540534,5620477,785828
782308,23433,15638015,15540534,5598958,780394
778772,23418,15638015,15540534,5576654,777658
774620,23331,15638015,15540534,5553992,773951
773331,23130,15638015,15540534,5534395,769798
768337,23239,15638015,15540534,5511215,768278
764128,22728,15638015,15540534,5487723,764892
762011,22761,15638015,15540534,5465280,761693
759594,22873,15638015,15540534,5442445,759556
754561,22666,15638015,15540534,5418032,756308
752370,22511,15638015,15540534,5395103,752788
748443,22717,15638015,15540534,5370219,750610
746890,22422,15638015,15540534,5348533,746154
743594,22341,15638015,15540534,5328042,741744
739034,22312,15638015,15540534,5304491,740273
736742,21969,15638015,15540534,5281361,737903
732610,21988,15638015,15540534,5259396,732587
730225,22146,15638015,15540534,5236940,730535
727646,21623,15638015,15540534,5215858,727105
723390,21965,15638015,15540534,5192136,725147
721771,21625,15638015,15540534,5170504,721778
719128,21499,15638015,15540534,5150129,718004
714763,21393,15638015,15540534,5127417,716082
712162,21120,15638015,15540534,5106774,711685
709427,21099,15638015,15540534,5085236,709866
706487,21159,15638015,15540534,5064435,706129
703424,21303,15638015,15540534,5044282,702274
700858,20876,15638015,15540534,5023112,701152
697811,20721,15638015,15540534,5001306,698896
694565,20990,15638015,15540534,4981087,693794
692352,20793,15638015,15540534,4961069,691577
687815,20525,15638015,15540534,4939397,688962
686092,20699,15638015,15540534,4918962,685828
682734,20484,15638015,15540534,4897677,683535
680197,20576,15638015,15540534,4876881,680417
678264,20372,15638015,15540534,4857060,677713
675524,20248,15638015,15540534,4838145,674191
671922,20144,15638015,15540534,4816903,673020
668852,20101,15638015,15540534,4797829,667825
666136,19924,15638015,15540534,4777705,666336
663669,19938,15638015,15540534,4758796,662640
661220,19808,15638015,15540534,4739266,660942
657377,19786,15638015,15540534,4718248,658609
655166,19960,15638015,15540534,4697455,655999
653380,19606,15638015,15540534,4678833,652396
648767,19376,15638015,15540534,4658445,649779
646328,19551,15638015,15540534,4637977,647245
644308,19372,15638015,15540534,4618755,644158
641337,19080,15638015,15540534,4598807,642205
638232,19245,15638015,15540534,4578930,638864
636553,19073,15638015,15540534,4560488,635922
632660,18804,15638015,15540534,4539663,634681
629565,18416,15638015,15540534,4520143,630669
628464,18810,15638015,15540534,4502304,627493
625709,18816,15638015,15540534,4483364,625833
623762,18652,15638015,15540534,4465491,622983
620466,18502,15638015,15540534,4447338,620117
618016,18697,15638015,15540534,4428605,618052
616097,18460,15638015,15540534,4411885,614357
611823,18347,15638015,15540534,4393961,611400
609876,18370,15638015,15540534,4375208,610259
607994,18351,15638015,15540534,4357436,607415
605072,18328,15638015,15540534,4338623,605557
601878,18163,15638015,15540534,4319788,602550
600722,17930,15638015,15540534,4302135,600445
597806,17758,15638015,15540534,4283499,598684
594891,17958,15638015,15540534,4266555,593877
592436,17620,15638015,15540534,4248880,592491
590497,17680,15638015,15540534,4231140,590557
586826,17789,15638015,15540534,4212839,587338
584763,17547,15638015,15540534,4195470,584585
583383,17387,15638015,15540534,4178029,583437
580044,17220,15638015,15540534,4159781,581072
576793,17353,15638015,15540534,4141410,577811
576221,17181,15638015,15540534,4125057,575393
573044,17395,15638015,15540534,4107508,573198
570555,16993,15638015,15540534,4091059,570011
568955,17139,15638015,15540534,4074934,567941
567304,16937,15638015,15540534,4058740,566561
564496,16936,15638015,15540534,4043423,562877
562658,16865,15638015,15540534,4028384,560832
559758,16676,15638015,15540534,4012490,558976
557889,16501,15638015,15540534,3997160,556718
555643,16528,15638015,15540534,3981613,554662
551972,16887,15638015,15540534,3964091,552607
551442,16345,15638015,15540534,3948718,550470
547776,16407,15638015,15540534,3931703,548384
544754,16388,15638015,15540534,3913197,546872
544092,16208,15638015,15540534,3897607,543474
542481,16262,15638015,15540534,3881993,541833
538748,16237,15638015,15540534,3865122,539382
536958,15940,15638015,15540534,3849827,536313
534990,15889,15638015,15540534,3833258,535670
532114,15810,15638015,15540534,3817045,532517
531021,15925,15638015,15540534,3803265,528876
527706,15982,15638015,15540534,3787123,527866
524595,15884,15638015,15540534,3768821,527013
523713,15895,15638015,15540534,3753735,522904
520871,15578,15638015,15540534,3737176,521852
519061,15487,15638015,15540534,3721113,519637
