dzienne_zarazenia,dzienna_smierc,lacznie_1_dawka,lacznie_2_dawka,teraz_zarazeni,ozdrowiency
721685,21774,20053141,19742706,5173710,722732
719219,21415,20053141,19742706,5151512,720002
715325,21432,20053141,19742706,5129569,715836
713974,21243,20053141,19742706,5109672,712628
709070,21172,20053141,19742706,5088363,709207
706951,21104,20053141,19742706,5068382,705828
702713,21283,20053141,19742706,5045692,704120
700569,20944,20053141,19742706,5024714,700603
697301,20765,20053141,19742706,5002586,698664
694508,21072,20053141,19742706,4981554,694468
692854,21110,20053141,19742706,4960133,693165
688855,20648,20053141,19742706,4939900,688440
686169,20331,20053141,19742706,4918535,687203
684045,20538,20053141,19742706,4899655,682387
678681,20338,20053141,19742706,4877815,680183
679624,20454,20053141,19742706,4859714,677271
673348,20163,20053141,19742706,4838588,674311
672186,20187,20053141,19742706,4817329,673258
668238,20295,20053141,19742706,4796548,668724
666146,19963,20053141,19742706,4776203,666528
664177,19806,20053141,19742706,4756533,664041
659969,19899,20053141,19742706,4737860,658743
658660,20027,20053141,19742706,4716243,660250
655473,19722,20053141,19742706,4697923,654071
651813,19523,20053141,19742706,4677436,652777
650846,19475,20053141,19742706,4659567,649240
646816,19363,20053141,19742706,4640289,646731
643596,19234,20053141,19742706,4619688,644963
641341,19262,20053141,19742706,4600299,641468
637910,19214,20053141,19742706,4579785,639210
635536,18934,20053141,19742706,4559265,637122
633973,18920,20053141,19742706,4541591,632727
630055,19220,20053141,19742706,4520633,631793
627822,18747,20053141,19742706,4501116,628592
625680,18992,20053141,19742706,4482715,625089
622800,18597,20053141,19742706,4464354,622564
621376,18632,20053141,19742706,4447418,619680
617542,18572,20053141,19742706,4429429,616959
613737,18385,20053141,19742706,4408910,615871
614007,18517,20053141,19742706,4392555,611845
610748,18345,20053141,19742706,4375777,609181
607435,18261,20053141,19742706,4356870,608081
604171,18076,20053141,19742706,4338078,604887
601939,18218,20053141,19742706,4318608,603191
600160,17968,20053141,19742706,4300707,600093
597288,18067,20053141,19742706,4284011,595917
594909,17748,20053141,19742706,4264980,596192
592437,18066,20053141,19742706,4246465,592886
590253,17736,20053141,19742706,4228795,590187
586581,17607,20053141,19742706,4211026,586743
584201,17763,20053141,19742706,4193068,584396
581981,17313,20053141,19742706,4174975,582761
579595,17400,20053141,19742706,4156878,580292
576909,17427,20053141,19742706,4138648,577712
575878,17200,20053141,19742706,4122241,575085
574433,17264,20053141,19742706,4105591,573819
570712,17244,20053141,19742706,4089598,569461
568149,17034,20053141,19742706,4073689,567024
566433,16945,20053141,19742706,4058106,565071
563299,16864,20053141,19742706,4041520,563021
560928,16824,20053141,19742706,4025424,560200
559751,16686,20053141,19742706,4008737,559752
555585,16631,20053141,19742706,3990258,557433
554393,16694,20053141,19742706,3973345,554612
552877,16545,20053141,19742706,3957875,551802
549932,16309,20053141,19742706,3941356,550142
547726,16176,20053141,19742706,3925418,547488
545478,16316,20053141,19742706,3909993,544587
544148,16418,20053141,19742706,3894262,543461
542717,16123,20053141,19742706,3881246,539610
537857,16243,20053141,19742706,3864028,538832
537643,16228,20053141,19742706,3849170,536273
533982,15916,20053141,19742706,3832883,534353
532308,16019,20053141,19742706,3817156,532016
530548,15948,20053141,19742706,3802189,529567
528269,15862,20053141,19742706,3786301,528295
527083,15585,20053141,19742706,3770531,527268
524950,15641,20053141,19742706,3757432,522408
521987,15502,20053141,19742706,3741228,522689
519072,15402,20053141,19742706,3726097,518801
517294,15432,20053141,19742706,3711063,516896
514491,15176,20053141,19742706,3694928,515450
511714,15083,20053141,19742706,3677894,513665
509852,15505,20053141,19742706,3660758,511483
508229,15140,20053141,19742706,3643929,509918
505975,15234,20053141,19742706,3627662,507008
504159,15218,20053141,19742706,3612630,503973
501486,15017,20053141,19742706,3596627,502472
498781,14918,20053141,19742706,3580755,499735
496657,14970,20053141,19742706,3565439,497003
495653,14672,20053141,19742706,3551140,495280
495179,14856,20053141,19742706,3538090,493373
491982,14762,20053141,19742706,3523652,491658
489422,14408,20053141,19742706,3508932,489734
486563,14575,20053141,19742706,3493932,486988
484979,14666,20053141,19742706,3479710,484535
483153,14487,20053141,19742706,3466231,482145
481442,14327,20053141,19742706,3451530,481816
478616,14377,20053141,19742706,3435116,480653
476759,14447,20053141,19742706,3419662,477766
475896,14241,20053141,19742706,3406089,475228
473271,13983,20053141,19742706,3392345,473032
472042,14121,20053141,19742706,3379220,471046
470391,14114,20053141,19742706,3366509,468988
467215,14107,20053141,19742706,3351705,467912
466832,13998,20053141,19742706,3339981,464558
462611,13771,20053141,19742706,3325888,462933
461349,13874,20053141,19742706,3311171,462192
460561,13564,20053141,19742706,3298425,459743
456541,13814,20053141,19742706,3282404,458748
455486,13550,20053141,19742706,3267389,456951
454541,13678,20053141,19742706,3255093,453159
452511,13629,20053141,19742706,3240161,453814
449821,13379,20053141,19742706,3227286,449317
448268,13600,20053141,19742706,3214105,447849
446557,13429,20053141,19742706,3199816,447417
443645,13305,20053141,19742706,3186824,443332
443276,13177,20053141,19742706,3174624,442299
440863,13000,20053141,19742706,3160763,441724
440215,13088,20053141,19742706,3147967,439923
437048,13215,20053141,19742706,3135182,436618
434500,12979,20053141,19742706,3121428,435275
434160,12943,20053141,19742706,3108892,433753
431574,12990,20053141,19742706,3096613,430863
430871,12967,20053141,19742706,3084242,430275
427473,12893,20053141,19742706,3070752,428070
426287,12876,20053141,19742706,3057002,427161
424828,12336,20053141,19742706,3044413,425081
422557,12687,20053141,19742706,3031857,422426
422648,12557,20053141,19742706,3020387,421561
419071,12421,20053141,19742706,3007932,419105
418756,12538,20053141,19742706,2995567,418583
415848,12468,20053141,19742706,2983356,415591
414936,12419,20053141,19742706,2972370,413503
412497,12576,20053141,19742706,2959806,412485
409410,12299,20053141,19742706,2946439,410478
409194,12323,20053141,19742706,2933041,410269
408307,12209,20053141,19742706,2922100,407039
406185,12191,20053141,19742706,2909396,406698
404930,12002,20053141,19742706,2898062,404262
402452,12166,20053141,19742706,2885625,402723
401129,12200,20053141,19742706,2874099,400455
398774,12009,20053141,19742706,2863294,397570
397937,11897,20053141,19742706,2852103,397231
396384,11937,20053141,19742706,2839951,396599
394069,12006,20053141,19742706,2827609,394405
393003,11610,20053141,19742706,2815598,393404
389980,11669,20053141,19742706,2802940,390969
389916,11692,20053141,19742706,2791886,389278
388032,11503,20053141,19742706,2780852,387563
385648,11559,20053141,19742706,2768319,386622
384215,11538,20053141,19742706,2755962,385034
382255,11733,20053141,19742706,2743864,382620
381166,11541,20053141,19742706,2732161,381328
379369,11235,20053141,19742706,2721218,379077
376772,11505,20053141,19742706,2708135,378350
375598,11406,20053141,19742706,2695734,376593
374606,11410,20053141,19742706,2684283,374647
372887,11154,20053141,19742706,2672822,373194
371522,11220,20053141,19742706,2662018,371106
370666,11067,20053141,19742706,2651396,370221
367955,11146,20053141,19742706,2639886,368319
365950,11014,20053141,19742706,2629073,365749
