dzienne_zarazenia,dzienna_smierc,lacznie_1_dawka,lacznie_2_dawka,teraz_zarazeni,ozdrowiency
565,91,14224874,7777048,5642,1202
622,33,14582010,8134184,4953,1278
538,26,14761086,8313260,4735,730
505,22,14939474,8491648,4485,733
452,24,15118531,8670705,4242,671
461,21,15297208,8849382,3997,685
431,16,15475747,9027921,3721,691
371,22,15654928,9207102,3420,650
352,19,15833643,9385817,3150,603
321,26,16012627,9564801,2929,516
335,12,16191533,9743707,2769,483
324,13,16370059,9922233,2631,449
272,13,16548901,10101075,2436,454
254,15,16728281,10280455,2256,419
242,6,16907284,10459458,2136,356
234,10,17086116,10638290,2013,347
218,11,17264395,10816569,1901,319
177,9,17443048,10995222,1745,324
168,6,17621285,11173459,1586,321
161,7,17800920,11353094,1472,268
142,6,17979821,11531995,1361,247
139,8,18158134,11710308,1257,235
128,7,18336529,11888703,1151,227
123,10,18514831,12067005,1054,210
108,7,18693493,12245667,985,170
102,7,18872413,12424587,913,167
86,2,19050665,12602839,842,155
81,6,19230488,12782662,777,140
85,2,19409771,12961945,718,142
72,4,19588454,13140628,667,119
64,1,19767527,13319701,610,120
58,4,19945496,13497670,556,108
55,5,20124284,13676458,510,96
46,0,20302650,13854824,468,88
49,2,20481512,14033686,437,78
36,1,20660192,14212366,386,86
30,0,20660194,14212368,346,70
25,3,20660195,14212369,303,65
31,2,20660196,14212370,282,50
18,1,20660196,14212370,239,60
26,2,20660196,14212370,221,42
17,1,20660196,14212370,184,53
21,3,20660196,14212370,170,32
17,0,20660196,14212370,157,30
18,0,20660196,14212370,149,26
11,1,20660196,14212370,133,26
8,1,20660196,14212370,121,19
14,1,20660196,14212370,106,28
9,0,20660196,14212370,98,17
11,0,20660196,14212370,89,20
10,0,20660196,14212370,82,17
11,1,20660196,14212370,77,15
7,0,20660196,14212370,72,12
4,1,20660196,14212370,66,9
2,2,20660196,14212370,54,12
4,0,20660196,14212370,51,7
6,2,20660196,14212370,46,9
3,1,20660196,14212370,37,11
2,1,20660196,14212370,29,9
2,0,20660196,14212370,24,7
1,0,20660196,14212370,20,5
2,0,20660196,14212370,20,2
6,1,20660196,14212370,22,3
3,0,20660196,14212370,21,4
